"Data","R.lowerCI","R.medio","R.upperCI","Consolidato"
2020-02-27,3.72008514587386,3.92112366629869,4.12737808032407,"Si"
2020-02-28,3.2240269339581,3.38392401159873,3.54763651350007,"Si"
2020-02-29,2.8631740598099,2.99480315240048,3.12934888430828,"Si"
2020-03-01,2.61401247953405,2.7258103416842,2.83991636323199,"Si"
2020-03-02,2.58494466829143,2.68505849260311,2.78704775468325,"Si"
2020-03-03,2.56086702135409,2.65109935345866,2.74287214026349,"Si"
2020-03-04,2.53819068714403,2.61978369861855,2.70264949289472,"Si"
2020-03-05,2.52997224231173,2.604114746235,2.67931309646728,"Si"
2020-03-06,2.49408224082305,2.561169744709,2.62913520295239,"Si"
2020-03-07,2.39687763640562,2.45692634677951,2.51770764291614,"Si"
2020-03-08,2.24569422328494,2.29897418093944,2.35287010974239,"Si"
2020-03-09,2.12720959195216,2.17504043216331,2.22339566516756,"Si"
2020-03-10,2.01629145397276,2.05950663087993,2.10317366127704,"Si"
2020-03-11,1.93014903166452,1.96961896999544,2.00948285114883,"Si"
2020-03-12,1.84755828390115,1.88379097184208,1.92037061664917,"Si"
2020-03-13,1.81869578440177,1.85258455412166,1.88678181009632,"Si"
2020-03-14,1.74031040505757,1.77165357533282,1.80327259913031,"Si"
2020-03-15,1.66466972254761,1.69376580887961,1.72311048068136,"Si"
2020-03-16,1.63490496498381,1.66238603355985,1.69009297011744,"Si"
2020-03-17,1.60948485699146,1.63554210077433,1.66180568502894,"Si"
2020-03-18,1.57046401910707,1.59511317778724,1.61995161350722,"Si"
2020-03-19,1.52722399903476,1.55055475141257,1.57405991222476,"Si"
2020-03-20,1.45930408491563,1.48124874330201,1.50335490316144,"Si"
2020-03-21,1.40381903797736,1.42460046041296,1.44553245857689,"Si"
2020-03-22,1.33923481270013,1.35889993697424,1.37870640552568,"Si"
2020-03-23,1.28139318333099,1.30009972542271,1.3189399469881,"Si"
2020-03-24,1.21698592278108,1.23478103936373,1.25270352709786,"Si"
2020-03-25,1.14406033307978,1.1609697290356,1.17800145355908,"Si"
2020-03-26,1.06688558102699,1.0829605212834,1.09915399450111,"Si"
2020-03-27,1.00461699003625,1.02004773055,1.03559444694007,"Si"
2020-03-28,0.943680532118949,0.958542986937538,0.973519957736387,"Si"
2020-03-29,0.894230524300089,0.908672934771331,0.923229436598075,"Si"
2020-03-30,0.836855185173785,0.850859442196001,0.864978294298576,"Si"
2020-03-31,0.783633461213238,0.797274704988972,0.811032025454884,"Si"
2020-04-01,0.74855834695992,0.762034908967315,0.775630035137682,"Si"
2020-04-02,0.727314989740372,0.740789608564402,0.75438618752597,"Si"
2020-04-03,0.688684129676175,0.702021305282927,0.715484615198461,"Si"
2020-04-04,0.666928082925723,0.680317983670452,0.693839118724854,"Si"
2020-04-05,0.655159685981855,0.668732142788265,0.682441815080419,"Si"
2020-04-06,0.636985679777544,0.650698030139539,0.664554377084611,"Si"
2020-04-07,0.62806179671216,0.642037269925159,0.656164389531181,"Si"
2020-04-08,0.625502582718961,0.639836799122396,0.654331146995924,"Si"
2020-04-09,0.62054793703824,0.635234775334959,0.650090999441215,"Si"
2020-04-10,0.623455457764464,0.638609192020489,0.653942354969211,"Si"
2020-04-11,0.638683298849483,0.654475325211419,0.67045752840764,"Si"
2020-04-12,0.657247489118297,0.673734602201793,0.690423111046319,"Si"
2020-04-13,0.651529815003148,0.66840968531125,0.685502426683757,"Si"
2020-04-14,0.665406805560369,0.682941654275233,0.700701374226397,"Si"
2020-04-15,0.658363155157032,0.676280160024832,0.694434355122003,"Si"
2020-04-16,0.656330306572869,0.674704047601126,0.693327901713628,"Si"
2020-04-17,0.665393244832028,0.684392472798511,0.703655417144798,"Si"
2020-04-18,0.66947943926508,0.68904342092976,0.708885231250608,"Si"
2020-04-19,0.674920076251631,0.695077301740472,0.715526990132512,"Si"
2020-04-20,0.712383441664624,0.733621003174779,0.755166152215465,"Si"
2020-04-21,0.704352741612832,0.725976238172075,0.747922097102887,"Si"
