"Data","R.lowerCI","R.medio","R.upperCI","Consolidato"
2020-02-04,2.89741465752161,3.39922732940474,3.9405266869014,"Si"
2020-02-05,2.40331839351926,2.79948548963218,3.22543312196617,"Si"
2020-02-06,1.97477163797556,2.29528969684794,2.63955786029739,"Si"
2020-02-07,1.67085443047349,1.94040231371154,2.22981119262062,"Si"
2020-02-08,1.20728221871771,1.42161293899615,1.65319831137993,"Si"
2020-02-09,0.970990013738644,1.15501466362003,1.35477180565445,"Si"
2020-02-10,1.16546258146969,1.36067164570095,1.5707735125519,"Si"
2020-02-11,1.09127036026618,1.27524901551914,1.47334868750816,"Si"
2020-02-12,1.15535466831015,1.34007349186909,1.53828984952789,"Si"
2020-02-13,1.21717054569163,1.40211325958262,1.59994482181135,"Si"
2020-02-14,1.42322859167603,1.61754052855935,1.8241054016091,"Si"
2020-02-15,2.0269218396746,2.24976019806175,2.48405261419719,"Si"
2020-02-16,2.14092316948194,2.35646905567721,2.5822047588353,"Si"
2020-02-17,2.1776787881352,2.37976052900266,2.59068022748953,"Si"
2020-02-18,2.37771713975079,2.57275801234727,2.77537749360819,"Si"
2020-02-19,2.26809902448312,2.44282072846503,2.62393330247362,"Si"
2020-02-20,2.84650224604168,3.02585632922701,3.21061240004833,"Si"
2020-02-21,2.85282993229447,3.01474900048737,3.18107434942602,"Si"
2020-02-22,2.72412150722734,2.86613733747952,3.01171089049911,"Si"
2020-02-23,2.79460957202396,2.9240187986765,3.05631581382155,"Si"
2020-02-24,2.85554487845328,2.97312082080812,3.09303556385492,"Si"
2020-02-25,2.9124914628264,3.0190415263162,3.12747899983707,"Si"
2020-02-26,2.7885700446222,2.88197815068252,2.97690355497871,"Si"
2020-02-27,2.52681367852097,2.60678000744086,2.68797468222409,"Si"
2020-02-28,2.52683352029677,2.59940656405365,2.67299277618245,"Si"
2020-02-29,2.37782790329843,2.44193642463377,2.50688583200168,"Si"
2020-03-01,2.65513152282573,2.71716394849873,2.7799027127003,"Si"
2020-03-02,2.56408606090666,2.6195668932155,2.67563330716998,"Si"
2020-03-03,2.45065476250675,2.50007665699049,2.54998508064317,"Si"
2020-03-04,2.27970848564189,2.32331757592367,2.36733409490858,"Si"
2020-03-05,2.2236795260225,2.26334832631428,2.30336297230883,"Si"
2020-03-06,2.14145943269265,2.17746562226401,2.21376783341198,"Si"
2020-03-07,2.09628643333182,2.12937685014049,2.16272280529034,"Si"
2020-03-08,1.9477311179838,1.97745366369765,2.00739816154429,"Si"
2020-03-09,1.93137275965568,1.95911872829384,1.98705983606845,"Si"
2020-03-10,2.0179217729702,2.0445811029643,2.07141295955655,"Si"
2020-03-11,1.9350594587395,1.95956217545804,1.98421691737301,"Si"
2020-03-12,1.84108310618768,1.86356734988695,1.88618616803397,"Si"
2020-03-13,1.77199411001084,1.79282775123548,1.81378146584149,"Si"
2020-03-14,1.66327343370715,1.68241115354754,1.70165683021796,"Si"
2020-03-15,1.60646056820676,1.62438579343641,1.6424090959437,"Si"
2020-03-16,1.50688316665732,1.5234963860268,1.54019942400464,"Si"
2020-03-17,1.33057128085765,1.34558820200241,1.36068822390904,"Si"
2020-03-18,1.27095944899494,1.28519356134609,1.29950584175312,"Si"
2020-03-19,1.19059378280638,1.20403046628329,1.21754150335911,"Si"
2020-03-20,1.16733229703255,1.18037861927422,1.1934964383829,"Si"
2020-03-21,1.10109199898449,1.11355882323836,1.12609485632622,"Si"
2020-03-22,1.00741303578755,1.01919387442754,1.03104224936352,"Si"
2020-03-23,0.961576134660475,0.973007203519098,0.984504882492211,"Si"
2020-03-24,0.922128217251517,0.933292847121405,0.944523729094158,"Si"
2020-03-25,0.889618224947069,0.900594528456195,0.911637200249284,"Si"
2020-03-26,0.862211542401949,0.873060448344003,0.883976243617986,"Si"
2020-03-27,0.791294495672644,0.801757220380954,0.812287710953303,"Si"
2020-03-28,0.784960082507291,0.795492021105634,0.806093172465185,"Si"
2020-03-29,0.759488309489711,0.769983029159932,0.780548763888041,"Si"
2020-03-30,0.754231859348093,0.764850048380762,0.775541430375376,"Si"
2020-03-31,0.74403151287948,0.754754180843795,0.76555249989249,"Si"
2020-04-01,0.775251655718065,0.786392421138266,0.797611565078526,"Si"
2020-04-02,0.776174403504762,0.787515422223139,0.798937556120845,"Si"
2020-04-03,0.768629669884285,0.780108892883276,0.791672022243283,"Si"
2020-04-04,0.759127513722648,0.770733098461255,0.78242550515503,"Si"
2020-04-05,0.767912000462343,0.779791312385611,0.791760541328812,"Si"
2020-04-06,0.741588052076081,0.753468342296181,0.765441730997636,"Si"
2020-04-07,0.75277547101066,0.76496727903707,0.777255666313738,"Si"
2020-04-08,0.699659553570366,0.71163421386221,0.723709070799794,"Si"
2020-04-09,0.699268560267808,0.711488873288099,0.723813575592782,"Si"
2020-04-10,0.726198536769107,0.738923468387928,0.751757388501254,"Si"
2020-04-11,0.721875202679413,0.734834213372911,0.747906911798948,"Si"
2020-04-12,0.736547275206978,0.749917111689625,0.763405536023333,"Si"
2020-04-13,0.725184547756083,0.738727526151057,0.752394058052397,"Si"
2020-04-14,0.73684144191053,0.750778529789153,0.764844381355015,"Si"
2020-04-15,0.761805470401995,0.776266622673329,0.790861856898467,"Si"
2020-04-16,0.773395749142517,0.788247511093593,0.803238561466347,"Si"
2020-04-17,0.73725403849228,0.752020805968269,0.766931962969195,"Si"
2020-04-18,0.753446204668337,0.768658273272784,0.784020266002768,"Si"
2020-04-19,0.736593683841834,0.751918184566561,0.767398267142945,"Si"
